,Attrition,Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,JobInvolvement,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,NumCompaniesWorked_Missing,TotalWorkngYears_Missing,EnvironmentSatisfaction_Missing,JobSatisfaction_Missing,WorkLifeBalance_Missing,Age_Bin,Gender_Male,JobRole_Human_Resources,JobRole_Laboratory_Technician,JobRole_Manager,JobRole_Manufacturing_Director,JobRole_Research_Director,JobRole_Research_Scientist,JobRole_Sales_Executive,JobRole_Sales_Representative,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Education_2,Education_3,Education_4,Education_5,EducationField_Life_Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical_Degree,JobLevel_2,JobLevel_3,JobLevel_4,JobLevel_5,MaritalStatus_Married,MaritalStatus_Single,Department_Research_Development,Department_Sales,StockOptionLevel_1,StockOptionLevel_2,StockOptionLevel_3,Age_sd,DistanceFromHome_sd,MonthlyIncome_sd,NumCompaniesWorked_sd,PercentSalaryHike_sd,TotalWorkingYears_sd,TrainingTimesLastYear_sd,YearsAtCompany_sd,YearsSinceLastPromotion_sd,YearsWithCurrManager_sd,PerformanceRating_sd,JobInvolvement_sd,EnvironmentSatisfaction_sd,JobSatisfaction_sd,WorkLifeBalance_sd
25,0,42,6,60620,1.0,22,12.0,2,12,5,8,4,4,2.0,2.0,3.0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0.5558522548689022,-0.2750107517743262,-0.09368848654106819,-0.6797773106971454,1.82915135409582,0.0926318214229121,-0.6201892226844657,0.8150681472604113,0.8730062991171511,1.086895217551534,1.6245446154992582,1.1303481397691186,-0.8934248131996299,-1.1504897316868,-0.017727612261845094
26,1,19,2,98240,1.0,8,1.0,2,1,0,0,2,3,1.0,3.0,2.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,-1.9626903258222779,-0.836361094437959,0.7056562012798905,-0.6797773106971454,-1.5289159846456588,-1.3224515193484958,-0.6201892226844657,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,-1.5280370145785098,-0.03134733829702275,-1.836759223476629,-0.0947518717150079,-1.113343986979815
27,0,24,2,14160,1.0,15,6.0,3,6,1,2,3,4,4.0,3.0,2.0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-1.4151810691502822,-0.836361094437959,-1.080864302494331,-0.6797773106971454,0.15011768472508064,-0.6792318189978559,0.1557070814399298,-0.16461310905422863,-0.3687152874355457,-0.5952272282818631,0.04825380046037423,1.1303481397691186,0.9932440073543686,-0.0947518717150079,-1.113343986979815
28,0,33,2,97250,1.0,11,14.0,0,14,2,13,3,3,4.0,3.0,2.0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,-0.42966440714069,-0.836361094437959,0.6846208147582864,-0.6797773106971454,-0.8093301263439133,0.3499197015631681,-2.171981830933257,1.141628566031958,-0.058284890797371494,2.4886639224126985,0.04825380046037423,-0.03134733829702275,0.9932440073543686,-0.0947518717150079,-1.113343986979815
29,0,25,14,36220,1.0,25,2.0,0,2,2,1,4,3,3.0,2.0,3.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1.3056792178158831,0.8476899335529394,-0.6121363967705045,-0.6797773106971454,2.5487372123975653,-1.1938075792783678,-2.171981830933257,-0.8177339465973219,-0.058284890797371494,-0.875580969254096,1.6245446154992582,-0.03134733829702275,0.049909597077369375,-1.1504897316868,-0.017727612261845094
30,0,56,2,26440,4.0,17,37.0,2,6,0,2,3,3,4.0,2.0,3.0,1,1,1,1,1,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2.08887817355049,-0.836361094437959,-0.8199405181657458,0.5234888158566704,0.6298415902595776,3.308730323176112,-0.6201892226844657,-0.16461310905422863,-0.6791456840737199,-0.5952272282818631,0.04825380046037423,-0.03134733829702275,0.9932440073543686,-1.1504897316868,-0.017727612261845094
31,0,45,2,37600,0.0,17,10.0,2,9,3,8,3,4,4.0,4.0,3.0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.8843578088720997,-0.836361094437959,-0.5828143428312986,-1.0808660195484174,0.6298415902595776,-0.16465605871734387,-0.6201892226844657,0.32522751910309133,0.2521455058408027,1.086895217551534,0.04825380046037423,1.1303481397691186,0.9932440073543686,0.960985988256784,-0.017727612261845094
32,0,51,2,190490,7.0,13,23.0,2,20,15,15,3,4,4.0,4.0,1.0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1.5413689168784945,-0.836361094437959,2.66577176352028,1.7267549424104864,-0.3296062208094163,1.5077151621943201,-0.6201892226844657,2.1213098223465976,3.977310265498893,3.0493714043571645,0.04825380046037423,1.1303481397691186,0.9932440073543686,0.960985988256784,-2.208960361697785
33,0,46,2,88370,2.0,18,15.0,3,3,1,2,3,3,2.0,3.0,4.0,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.9938596602064987,-0.836361094437959,0.4959397720190489,-0.2786886018458735,0.8697035430268261,0.47856364163329607,0.1557070814399298,-0.6544537372115486,-0.3687152874355457,-0.5952272282818631,0.04825380046037423,-0.03134733829702275,-0.8934248131996299,-0.0947518717150079,1.0778887624561249
34,1,23,2,45590,1.0,14,1.0,2,0,0,0,1,1,2.0,1.0,1.0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,-1.5246829204846812,-0.836361094437959,-0.4130439000963316,-0.6797773106971454,-0.08974426804216784,-1.3224515193484958,-0.6201892226844657,-1.1442943653688686,-0.6791456840737199,-1.1559347102263289,-3.104327829617394,-2.3547382944293056,-0.8934248131996299,-2.206227591658592,-2.208960361697785
35,0,35,4,48830,1.0,18,10.0,1,10,0,9,3,3,2.0,4.0,4.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,-0.2106607044718917,-0.5556859231061426,-0.34420081693471793,-0.6797773106971454,0.8697035430268261,-0.16465605871734387,-1.3960855268088614,0.48850772848886465,-0.6791456840737199,1.367248958523767,0.04825380046037423,-0.03134733829702275,-0.8934248131996299,0.960985988256784,1.0778887624561249
36,0,35,6,38380,1.0,16,1.0,2,1,0,1,3,3,4.0,2.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,-0.2106607044718917,-0.2750107517743262,-0.5662410079960953,-0.6797773106971454,0.3899796374923291,-1.3224515193484958,-0.6201892226844657,-0.9810141559830953,-0.6791456840737199,-0.875580969254096,0.04825380046037423,-0.03134733829702275,0.9932440073543686,-1.1504897316868,-0.017727612261845094
37,0,35,1,136100,4.0,22,16.0,4,13,4,12,4,2,2.0,4.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,-0.2106607044718917,-0.9766986801038673,1.5101003767424503,0.5234888158566704,1.82915135409582,0.607207581703424,0.9316033855643254,0.9783483566461847,0.5625759024789769,2.2083101814404658,1.6245446154992582,-1.1930428163631641,-0.8934248131996299,0.960985988256784,-0.017727612261845094
38,0,23,6,191870,1.0,11,5.0,2,5,1,4,3,2,4.0,4.0,2.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,-1.5246829204846812,-0.2750107517743262,2.695093817459486,-0.6797773106971454,-0.8093301263439133,-0.8078757590679838,-0.6201892226844657,-0.32789331844000197,-0.3687152874355457,-0.034519746337397406,0.04825380046037423,-1.1930428163631641,0.9932440073543686,0.960985988256784,-1.113343986979815
39,0,45,13,54840,1.0,20,6.0,6,6,0,4,4,4,2.0,1.0,4.0,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0.8843578088720997,0.7073523478870313,-0.21650114724295924,-0.6797773106971454,1.3494274485613231,-0.6792318189978559,2.4833959938131165,-0.16461310905422863,-0.6791456840737199,-0.034519746337397406,1.6245446154992582,1.1303481397691186,-0.8934248131996299,-2.206227591658592,1.0778887624561249
40,0,27,7,59930,0.0,14,5.0,3,4,1,1,3,3,2.0,3.0,2.0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,-1.0866755151470848,-0.134673166108418,-0.1083495135106711,-1.0808660195484174,-0.08974426804216784,-0.8078757590679838,0.1557070814399298,-0.4911735278257753,-0.3687152874355457,-0.875580969254096,0.04825380046037423,-0.03134733829702275,-0.8934248131996299,-0.0947518717150079,-1.113343986979815
41,0,49,1,58100,1.0,14,10.0,2,10,1,7,4,4,1.0,2.0,4.0,1,1,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1.3223652142096962,-0.9766986801038673,-0.14723310677787882,-0.6797773106971454,-0.08974426804216784,-0.16465605871734387,-0.6201892226844657,0.48850772848886465,-0.3687152874355457,0.8065414765793013,1.6245446154992582,1.1303481397691186,-1.836759223476629,-1.1504897316868,1.0778887624561249
42,1,42,2,22850,0.0,8,22.0,3,21,13,14,2,1,2.0,3.089749430523918,3.0161804922515953,1,1,1,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5558522548689022,-0.836361094437959,-0.8962203541380275,-1.0808660195484174,-1.5289159846456588,1.379071222124192,0.1557070814399298,2.284590031732371,3.3564494722225446,2.7690176633849313,-1.5280370145785098,-2.3547382944293056,-0.8934248131996299,4.688417920436691e-16,0.0
43,0,37,19,32910,1.0,13,5.0,2,5,0,3,3,2,1.0,1.0,4.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.008342998196906572,1.5493778618824803,-0.6824668304942517,-0.6797773106971454,-0.3296062208094163,-0.8078757590679838,-0.6201892226844657,-0.32789331844000197,-0.6791456840737199,-0.3148734873096303,0.04825380046037423,-1.1930428163631641,-1.836759223476629,-2.206227591658592,1.0778887624561249
44,0,44,4,52280,1.0,13,6.0,2,5,1,3,3,4,4.0,3.0,2.0,1,1,1,1,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0.7748559575377005,-0.5556859231061426,-0.2708956820867034,-0.6797773106971454,-0.3296062208094163,-0.6792318189978559,-0.6201892226844657,-0.32789331844000197,-0.3687152874355457,-0.3148734873096303,0.04825380046037423,1.1303481397691186,0.9932440073543686,-0.0947518717150079,-1.113343986979815
45,0,54,1,23620,6.0,13,9.0,2,5,1,4,3,3,2.0,4.0,3.0,1,1,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1.869874470881692,-0.9766986801038673,-0.8798594979545576,1.3256662335592142,-0.3296062208094163,-0.29329999878747187,-0.6201892226844657,-0.32789331844000197,-0.3687152874355457,-0.034519746337397406,0.04825380046037423,-0.03134733829702275,-0.8934248131996299,0.960985988256784,-0.017727612261845094
46,1,21,12,53730,1.0,10,1.0,2,1,0,0,2,1,1.0,2.0,3.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1.7436866231534796,0.567014762221123,-0.2400862775853639,-0.6797773106971454,-1.0491920791111617,-1.3224515193484958,-0.6201892226844657,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,-1.5280370145785098,-2.3547382944293056,-1.836759223476629,-1.1504897316868,-0.017727612261845094
47,0,30,20,53800,7.0,21,4.0,0,2,2,2,4,3,4.0,3.0,3.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,-0.7581699611438873,1.6897154475483886,-0.2385989270232303,1.7267549424104864,1.5892894013285717,-0.9365196991381118,-2.171981830933257,-0.8177339465973219,-0.058284890797371494,-0.5952272282818631,1.6245446154992582,-0.03134733829702275,0.9932440073543686,-0.0947518717150079,-0.017727612261845094
